timestamp,location_id,ambient_temperature,solar_irradiance,wind_speed,relative_humidity,cloud_cover
2026-01-18 06:00:00,chennai,20.67,0.0,3.03,92.0,0.35
2026-01-18 07:00:00,chennai,21.17,0.0,3.03,85.3,0.36
2026-01-18 08:00:00,chennai,21.96,215.2,3.03,79.0,0.37
2026-01-18 09:00:00,chennai,23.0,411.2,3.67,73.3,0.38
2026-01-18 10:00:00,chennai,24.21,570.7,4.26,68.5,0.38
2026-01-18 11:00:00,chennai,25.5,679.5,4.78,65.0,0.38
2026-01-18 12:00:00,chennai,26.79,728.0,5.17,62.8,0.37
2026-01-18 13:00:00,chennai,28.0,711.7,5.42,62.0,0.35
2026-01-18 14:00:00,chennai,29.04,632.2,5.5,62.8,0.34
2026-01-18 15:00:00,chennai,29.83,496.5,5.42,65.0,0.32
2026-01-18 16:00:00,chennai,30.33,316.7,5.17,68.5,0.3
2026-01-18 17:00:00,chennai,30.5,108.8,4.78,73.3,0.28
2026-01-18 18:00:00,chennai,30.33,0.0,4.26,79.0,0.26
2026-01-18 19:00:00,chennai,29.83,0.0,3.67,85.3,0.24
2026-01-18 20:00:00,chennai,29.04,0.0,3.03,92.0,0.23
2026-01-18 21:00:00,chennai,28.0,0.0,3.03,92.0,0.22
2026-01-18 22:00:00,chennai,26.79,0.0,3.03,92.0,0.22
2026-01-18 23:00:00,chennai,25.5,0.0,3.03,92.0,0.22
2026-01-19 00:00:00,chennai,31.26,0.0,3.03,92.0,0.23
2026-01-19 01:00:00,chennai,29.88,0.0,3.03,92.0,0.24
2026-01-19 02:00:00,chennai,28.68,0.0,3.03,92.0,0.25
2026-01-19 03:00:00,chennai,27.77,0.0,3.03,92.0,0.27
2026-01-19 04:00:00,chennai,27.2,0.0,3.03,92.0,0.29
2026-01-19 05:00:00,chennai,27.0,0.0,3.03,92.0,0.31
2026-01-19 06:00:00,chennai,27.2,0.0,3.03,92.0,0.33
2026-01-19 07:00:00,chennai,27.77,228.8,3.03,85.3,0.35
2026-01-19 08:00:00,chennai,28.68,443.2,3.03,79.0,0.36
2026-01-19 09:00:00,chennai,29.88,629.8,3.67,73.3,0.37
2026-01-19 10:00:00,chennai,31.26,776.8,4.26,68.5,0.38
2026-01-19 11:00:00,chennai,32.75,875.0,4.78,65.0,0.38
2026-01-19 12:00:00,chennai,34.24,918.2,5.17,62.8,0.38
2026-01-19 13:00:00,chennai,35.62,903.7,5.42,62.0,0.37
2026-01-19 14:00:00,chennai,36.82,832.4,5.5,62.8,0.36
2026-01-19 15:00:00,chennai,37.73,708.9,5.42,65.0,0.34
2026-01-19 16:00:00,chennai,38.3,540.8,5.17,68.5,0.32
2026-01-19 17:00:00,chennai,38.5,338.7,4.78,73.3,0.3
2026-01-19 18:00:00,chennai,38.3,115.3,4.26,79.0,0.28
2026-01-19 19:00:00,chennai,37.73,0.0,3.67,85.3,0.26
2026-01-19 20:00:00,chennai,36.82,0.0,3.03,92.0,0.25
2026-01-19 21:00:00,chennai,35.62,0.0,3.03,92.0,0.23
2026-01-19 22:00:00,chennai,34.24,0.0,3.03,92.0,0.22
2026-01-19 23:00:00,chennai,32.75,0.0,3.03,92.0,0.22
2026-01-20 00:00:00,chennai,31.26,0.0,3.03,92.0,0.22
2026-01-20 01:00:00,chennai,29.88,0.0,3.03,92.0,0.23
2026-01-20 02:00:00,chennai,28.68,0.0,3.03,92.0,0.24
2026-01-20 03:00:00,chennai,27.77,0.0,3.03,92.0,0.25
2026-01-20 04:00:00,chennai,27.2,0.0,3.03,92.0,0.27
2026-01-20 05:00:00,chennai,27.0,0.0,3.03,92.0,0.29
2026-01-20 06:00:00,chennai,27.2,0.0,3.03,92.0,0.31
2026-01-20 07:00:00,chennai,27.77,228.8,3.03,85.3,0.33
2026-01-20 08:00:00,chennai,28.68,443.2,3.03,79.0,0.34
2026-01-20 09:00:00,chennai,29.88,629.8,3.67,73.3,0.36
2026-01-20 10:00:00,chennai,31.26,776.8,4.26,68.5,0.37
2026-01-20 11:00:00,chennai,32.75,875.0,4.78,65.0,0.38
2026-01-20 12:00:00,chennai,34.24,918.2,5.17,62.8,0.38
2026-01-20 13:00:00,chennai,35.62,903.7,5.42,62.0,0.38
2026-01-20 14:00:00,chennai,36.82,832.4,5.5,62.8,0.37
2026-01-20 15:00:00,chennai,37.73,708.9,5.42,65.0,0.36
2026-01-20 16:00:00,chennai,38.3,540.8,5.17,68.5,0.34
2026-01-20 17:00:00,chennai,38.5,338.7,4.78,73.3,0.32
2026-01-20 18:00:00,chennai,38.3,115.3,4.26,79.0,0.3
2026-01-20 19:00:00,chennai,37.73,0.0,3.67,85.3,0.28
2026-01-20 20:00:00,chennai,36.82,0.0,3.03,92.0,0.27
2026-01-20 21:00:00,chennai,35.62,0.0,3.03,92.0,0.25
2026-01-20 22:00:00,chennai,34.24,0.0,3.03,92.0,0.24
2026-01-20 23:00:00,chennai,32.75,0.0,3.03,92.0,0.23
2026-01-21 00:00:00,chennai,31.26,0.0,3.03,92.0,0.22
2026-01-21 01:00:00,chennai,29.88,0.0,3.03,92.0,0.22
2026-01-21 02:00:00,chennai,28.68,0.0,3.03,92.0,0.23
2026-01-21 03:00:00,chennai,27.77,0.0,3.03,92.0,0.23
2026-01-21 04:00:00,chennai,27.2,0.0,3.03,92.0,0.25
2026-01-21 05:00:00,chennai,27.0,0.0,3.03,92.0,0.27
2026-01-21 06:00:00,chennai,27.2,0.0,3.03,92.0,0.28
2026-01-21 07:00:00,chennai,27.77,228.8,3.03,85.3,0.3
2026-01-21 08:00:00,chennai,28.68,443.2,3.03,79.0,0.32
2026-01-21 09:00:00,chennai,29.88,629.8,3.67,73.3,0.34
2026-01-21 10:00:00,chennai,31.26,776.8,4.26,68.5,0.36
2026-01-21 11:00:00,chennai,32.75,875.0,4.78,65.0,0.37
2026-01-21 12:00:00,chennai,34.24,918.2,5.17,62.8,0.38
2026-01-21 13:00:00,chennai,35.62,903.7,5.42,62.0,0.38
2026-01-21 14:00:00,chennai,36.82,832.4,5.5,62.8,0.38
2026-01-21 15:00:00,chennai,37.73,708.9,5.42,65.0,0.37
2026-01-21 16:00:00,chennai,38.3,540.8,5.17,68.5,0.36
2026-01-21 17:00:00,chennai,38.5,338.7,4.78,73.3,0.34
2026-01-21 18:00:00,chennai,38.3,115.3,4.26,79.0,0.33
2026-01-21 19:00:00,chennai,37.73,0.0,3.67,85.3,0.31
2026-01-21 20:00:00,chennai,36.82,0.0,3.03,92.0,0.29
2026-01-21 21:00:00,chennai,35.62,0.0,3.03,92.0,0.27
2026-01-21 22:00:00,chennai,34.24,0.0,3.03,92.0,0.25
2026-01-21 23:00:00,chennai,32.75,0.0,3.03,92.0,0.24
